"No","Phrase","ID","Title","URL","Name","PhraseYes","Contrast","Referent","ReferentCategory","Quantity","QuantType","HandsVisible","HandsMoving","HandsOccupied","WhichHand","HandShape","PinchType","PinkieCurl","PalmOrientation","MovementComplexity","MovementDirection","Comment"
198,"tiny_number","CSPAN2_20140713_233000_Panel_Discussion_on_Thomas_Paine","Panel Discussion on Thomas Paine : CSPAN2 : July 13, 2014 7:30pm-8:54pm EDT","http://archive.org/download/CSPAN2_20140713_233000_Panel_Discussion_on_Thomas_Paine/CSPAN2_20140713_233000_Panel_Discussion_on_Thomas_Paine.mp4?t=4694/4724&ignore=x.mp4","richard wolff","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
199,"tiny_number","MSNBCW_20140724_170000_Ronan_Farrow_Daily","Ronan Farrow Daily : MSNBCW : July 24, 2014 10:00am-11:01am PDT","http://archive.org/download/MSNBCW_20140724_170000_Ronan_Farrow_Daily/MSNBCW_20140724_170000_Ronan_Farrow_Daily.mp4?t=1859/1889&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
200,"tiny_number","MSNBCW_20140728_190000_The_Cycle","The Cycle : MSNBCW : July 28, 2014 12:00pm-1:01pm PDT","http://archive.org/download/MSNBCW_20140728_190000_The_Cycle/MSNBCW_20140728_190000_The_Cycle.mp4?t=3503/3533&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
201,"tiny_number","MSNBCW_20140805_000000_All_In_With_Chris_Hayes","All In With Chris Hayes : MSNBCW : August 4, 2014 5:00pm-6:01pm PDT","http://archive.org/download/MSNBCW_20140805_000000_All_In_With_Chris_Hayes/MSNBCW_20140805_000000_All_In_With_Chris_Hayes.mp4?t=823/853&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
203,"tiny_number","KQED_20140910_220000_PBS_NewsHour","PBS NewsHour : KQED : September 10, 2014 3:00pm-4:00pm PDT","http://archive.org/download/KQED_20140910_220000_PBS_NewsHour/KQED_20140910_220000_PBS_NewsHour.mp4?t=2258/2288&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
204,"tiny_number","KQED_20140911_010000_PBS_NewsHour","PBS NewsHour : KQED : September 10, 2014 6:00pm-7:01pm PDT","http://archive.org/download/KQED_20140911_010000_PBS_NewsHour/KQED_20140911_010000_PBS_NewsHour.mp4?t=2969/2999&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
205,"tiny_number","KYW_20141003_100000_Eyewitness_News_at_6","Eyewitness News at 6 : KYW : October 3, 2014 6:00am-7:01am EDT","http://archive.org/download/KYW_20141003_100000_Eyewitness_News_at_6/KYW_20141003_100000_Eyewitness_News_at_6.mp4?t=160/190&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"literal; body posture (distance)"
206,"tiny_number","MSNBCW_20141015_170000_Ronan_Farrow_Daily","Ronan Farrow Daily : MSNBCW : October 15, 2014 10:00am-11:01am PDT","http://archive.org/download/MSNBCW_20141015_170000_Ronan_Farrow_Daily/MSNBCW_20141015_170000_Ronan_Farrow_Daily.mp4?t=3335/3365&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
209,"tiny_number","FBC_20141201_190000_MONEY_With_Melissa_Francis","MONEY With Melissa Francis : FBC : December 1, 2014 2:00pm-3:01pm EST","http://archive.org/download/FBC_20141201_190000_MONEY_With_Melissa_Francis/FBC_20141201_190000_MONEY_With_Melissa_Francis.mp4?t=3058/3088&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
211,"tiny_number","CNNW_20141223_040000_Anderson_Cooper_360","Anderson Cooper 360 : CNNW : December 22, 2014 8:00pm-9:01pm PST","http://archive.org/download/CNNW_20141223_040000_Anderson_Cooper_360/CNNW_20141223_040000_Anderson_Cooper_360.mp4?t=674/704&ignore=x.mp4","wolf blitzer","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
212,"tiny_number","CNNW_20141223_010000_Anderson_Cooper_360","Anderson Cooper 360 : CNNW : December 22, 2014 5:00pm-6:01pm PST","http://archive.org/download/CNNW_20141223_010000_Anderson_Cooper_360/CNNW_20141223_010000_Anderson_Cooper_360.mp4?t=683/713&ignore=x.mp4","wolf blitzer","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
213,"tiny_number","MSNBCW_20141223_160000_NewsNation","NewsNation : MSNBCW : December 23, 2014 8:00am-9:01am PST","http://archive.org/download/MSNBCW_20141223_160000_NewsNation/MSNBCW_20141223_160000_NewsNation.mp4?t=1166/1196&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
215,"tiny_number","CSPAN3_20150221_000000_Key_Capitol_Hill_Hearings","Key Capitol Hill Hearings : CSPAN3 : February 20, 2015 7:00pm-8:01pm EST","http://archive.org/download/CSPAN3_20150221_000000_Key_Capitol_Hill_Hearings/CSPAN3_20150221_000000_Key_Capitol_Hill_Hearings.mp4?t=3342/3372&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"does not gesture"
218,"tiny_number","CSPAN_20150415_150000_House_Session","House Session : CSPAN : April 15, 2015 11:00am-12:01pm EDT","http://archive.org/download/CSPAN_20150415_150000_House_Session/CSPAN_20150415_150000_House_Session.mp4?t=2931/2961&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
219,"tiny_number","CSPAN3_20150425_124000_The_Civil_War","The Civil War : CSPAN3 : April 25, 2015 8:40am-10:01am EDT","http://archive.org/download/CSPAN3_20150425_124000_The_Civil_War/CSPAN3_20150425_124000_The_Civil_War.mp4?t=4498/4528&ignore=x.mp4","david blight","yes","yes",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"does not gesture"
223,"tiny_number","MSNBCW_20150509_000000_All_In_With_Chris_Hayes","All In With Chris Hayes : MSNBCW : May 8, 2015 5:00pm-6:01pm PDT","http://archive.org/download/MSNBCW_20150509_000000_All_In_With_Chris_Hayes/MSNBCW_20150509_000000_All_In_With_Chris_Hayes.mp4?t=2543/2573&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
225,"tiny_number","CSPAN2_20150623_123000_Key_Capitol_Hill_Hearings","Key Capitol Hill Hearings : CSPAN2 : June 23, 2015 8:30am-10:01am EDT","http://archive.org/download/CSPAN2_20150623_123000_Key_Capitol_Hill_Hearings/CSPAN2_20150623_123000_Key_Capitol_Hill_Hearings.mp4?t=1904/1934&ignore=x.mp4","bernie sanders","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
226,"tiny_number","CNNW_20150701_220000_The_Situation_Room","The Situation Room : CNNW : July 1, 2015 3:00pm-4:01pm PDT","http://archive.org/download/CNNW_20150701_220000_The_Situation_Room/CNNW_20150701_220000_The_Situation_Room.mp4?t=1112/1142&ignore=x.mp4","wolf blitzer","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
228,"tiny_number","CSPAN_20150705_143500_Future_of_the_New_York_Times","Future of the New York Times : CSPAN : July 5, 2015 10:35am-11:59am EDT","http://archive.org/download/CSPAN_20150705_143500_Future_of_the_New_York_Times/CSPAN_20150705_143500_Future_of_the_New_York_Times.mp4?t=3715/3745&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
230,"tiny_number","WCAU_20150707_210000_NBC_10_News_at_5pm","NBC 10 News at 5pm : WCAU : July 7, 2015 5:00pm-6:01pm EDT","http://archive.org/download/WCAU_20150707_210000_NBC_10_News_at_5pm/WCAU_20150707_210000_NBC_10_News_at_5pm.mp4?t=1020/1050&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
231,"tiny_number","CNNW_20150804_010000_Anderson_Cooper_360","Anderson Cooper 360 : CNNW : August 3, 2015 6:00pm-7:01pm PDT","http://archive.org/download/CNNW_20150804_010000_Anderson_Cooper_360/CNNW_20150804_010000_Anderson_Cooper_360.mp4?t=527/557&ignore=x.mp4","anderson cooper","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
233,"tiny_number","CSPAN2_20090723_060519_Today_in_Washington","Today in Washington : CSPAN2 : July 23, 2009 2:05am-6:00am EDT","http://archive.org/download/CSPAN2_20090723_060519_Today_in_Washington/CSPAN2_20090723_060519_Today_in_Washington.mp4?t=11867/11897&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
234,"tiny_number","CSPAN_20130218_220000_Public_Affairs","Public Affairs : CSPAN : February 18, 2013 5:00pm-8:00pm EST","http://archive.org/download/CSPAN_20130218_220000_Public_Affairs/CSPAN_20130218_220000_Public_Affairs.mp4?t=3611/3641&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
236,"tiny_number","FOXNEWS_20090812_170000_The_Live_Desk","The Live Desk : FOXNEWS : August 12, 2009 1:00pm-3:00pm EDT","http://archive.org/download/FOXNEWS_20090812_170000_The_Live_Desk/FOXNEWS_20090812_170000_The_Live_Desk.mp4?t=4210/4240&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
237,"tiny_number","WMAR_20100903_110000_ABC_News_Good_Morning_America","ABC News Good Morning America : WMAR : September 3, 2010 7:00am-9:00am EDT","http://ia902208.us.archive.org/0/items/WMAR_20100903_110000_ABC_News_Good_Morning_America/WMAR_20100903_110000_ABC_News_Good_Morning_America.mp4?start=1282&end=1312&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"changed-link"
238,"tiny_number","FOXNEWS_20110418_150000_Happening_Now","Happening Now : FOXNEWS : April 18, 2011 11:00am-1:00pm EDT","http://archive.org/download/FOXNEWS_20110418_150000_Happening_Now/FOXNEWS_20110418_150000_Happening_Now.mp4?t=114/144&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
242,"tiny_number","CSPAN2_20120326_210000_U.S._Senate","U.S. Senate : CSPAN2 : March 26, 2012 5:00pm-8:00pm EDT","http://archive.org/download/CSPAN2_20120326_210000_U.S._Senate/CSPAN2_20120326_210000_U.S._Senate.mp4?t=10769/10799&ignore=x.mp4","edward miliband","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
243,"tiny_number","CSPAN_20091213_070000_C-SPAN_Weekend","C-SPAN Weekend : CSPAN : December 13, 2009 2:00am-6:00am EST","http://archive.org/download/CSPAN_20091213_070000_C-SPAN_Weekend/CSPAN_20091213_070000_C-SPAN_Weekend.mp4?t=11018/11048&ignore=x.mp4","mik","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"link broken"
248,"tiny_number","WJZ_20091216_120000_The_Early_Show","The Early Show : WJZ : December 16, 2009 7:00am-9:00am EST","http://archive.org/download/WJZ_20091216_120000_The_Early_Show/WJZ_20091216_120000_The_Early_Show.mp4?t=699/729&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"negated"
250,"tiny_number","CSPAN_20121101_123000_Washington_Journal","Washington Journal : CSPAN : November 1, 2012 8:30am-10:00am EDT","http://archive.org/download/CSPAN_20121101_123000_Washington_Journal/CSPAN_20121101_123000_Washington_Journal.mp4?t=1919/1949&ignore=x.mp4","larry sabato","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
251,"tiny_number","MSNBCW_20121104_170000_Weekends_With_Alex_Witt","Weekends With Alex Witt : MSNBCW : November 4, 2012 9:00am-11:00am PST","http://archive.org/download/MSNBCW_20121104_170000_Weekends_With_Alex_Witt/MSNBCW_20121104_170000_Weekends_With_Alex_Witt.mp4?t=2210/2240&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
252,"tiny_number","FOXNEWSW_20121106_140000_Americas_Election_Headquarters","America's Election Headquarters : FOXNEWSW : November 6, 2012 6:00am-8:00am PST","http://archive.org/download/FOXNEWSW_20121106_140000_Americas_Election_Headquarters/FOXNEWSW_20121106_140000_Americas_Election_Headquarters.mp4?t=1841/1871&ignore=x.mp4","NA","yes","yes",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"DO THIS ONE"
254,"tiny_number","CNBC_20121227_090000_Worldwide_Exchange","Worldwide Exchange : CNBC : December 27, 2012 4:00am-6:00am EST","http://archive.org/download/CNBC_20121227_090000_Worldwide_Exchange/CNBC_20121227_090000_Worldwide_Exchange.mp4?t=5830/5860&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"sitting atop, compare to the other; discuss"
255,"tiny_number","WBAL_20121226_120000_Today","Today : WBAL : December 26, 2012 7:00am-9:00am EST","http://archive.org/download/WBAL_20121226_120000_Today/WBAL_20121226_120000_Today.mp4?t=2077/2107&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
257,"tiny_number","CSPAN2_20130615_141500_Book_TV","Book TV : CSPAN2 : June 15, 2013 10:15am-12:01pm EDT","http://archive.org/download/CSPAN2_20130615_141500_Book_TV/CSPAN2_20130615_141500_Book_TV.mp4?t=2636/2666&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
258,"tiny_number","CSPAN2_20130702_003000_Book_TV","Book TV : CSPAN2 : July 1, 2013 8:30pm-10:01pm EDT","http://archive.org/download/CSPAN2_20130702_003000_Book_TV/CSPAN2_20130702_003000_Book_TV.mp4?t=3491/3521&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
259,"tiny_number","FBC_20130214_142000_Varney__Company","Varney & Company : FBC : February 14, 2013 9:20am-11:00am EST","http://archive.org/download/FBC_20130214_142000_Varney__Company/FBC_20130214_142000_Varney__Company.mp4?t=399/429&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
260,"tiny_number","FBC_20130103_160000_Markets_Now","Markets Now : FBC : January 3, 2013 11:00am-1:00pm EST","http://archive.org/download/FBC_20130103_160000_Markets_Now/FBC_20130103_160000_Markets_Now.mp4?t=6364/6394&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"literal"
261,"tiny_number","CSPAN_20131116_190000_Washington_This_Week","Washington This Week : CSPAN : November 16, 2013 2:00pm-4:01pm EST","http://archive.org/download/CSPAN_20131116_190000_Washington_This_Week/CSPAN_20131116_190000_Washington_This_Week.mp4?t=3327/3357&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
263,"tiny_number","CSPAN2_20131130_010000_Key_Capitol_Hill_Hearings","Key Capitol Hill Hearings : CSPAN2 : November 29, 2013 8:00pm-10:01pm EST","http://archive.org/download/CSPAN2_20131130_010000_Key_Capitol_Hill_Hearings/CSPAN2_20131130_010000_Key_Capitol_Hill_Hearings.mp4?t=4926/4956&ignore=x.mp4","larry sabato","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
264,"tiny_number","CNBC_20140127_090000_Worldwide_Exchange","Worldwide Exchange : CNBC : January 27, 2014 4:00am-6:01am EST","http://archive.org/download/CNBC_20140127_090000_Worldwide_Exchange/CNBC_20140127_090000_Worldwide_Exchange.mp4?t=2381/2411&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"switch from \"low number\" to \"tiny number\"; seems to make a precision grip on \"low number\""
266,"tiny_number","CSPAN2_20140216_070000_Book_TV","Book TV : CSPAN2 : February 16, 2014 2:00am-4:01am EST","http://archive.org/download/CSPAN2_20140216_070000_Book_TV/CSPAN2_20140216_070000_Book_TV.mp4?t=5490/5520&ignore=x.mp4","michael seidman","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
269,"tiny_number","CSPAN2_20140521_000000_Key_Capitol_Hill_Hearings","Key Capitol Hill Hearings : CSPAN2 : May 20, 2014 8:00pm-10:01pm EDT","http://archive.org/download/CSPAN2_20140521_000000_Key_Capitol_Hill_Hearings/CSPAN2_20140521_000000_Key_Capitol_Hill_Hearings.mp4?t=1497/1527&ignore=x.mp4","michael bell","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
270,"tiny_number","FOXNEWSW_20140708_130000_Americas_Newsroom","America's Newsroom : FOXNEWSW : July 8, 2014 6:00am-8:01am PDT","http://archive.org/download/FOXNEWSW_20140708_130000_Americas_Newsroom/FOXNEWSW_20140708_130000_Americas_Newsroom.mp4?t=1218/1248&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
271,"tiny_number","CSPAN2_20140801_120000_Key_Capitol_Hill_Hearings","Key Capitol Hill Hearings : CSPAN2 : August 1, 2014 8:00am-10:01am EDT","http://archive.org/download/CSPAN2_20140801_120000_Key_Capitol_Hill_Hearings/CSPAN2_20140801_120000_Key_Capitol_Hill_Hearings.mp4?t=2360/2390&ignore=x.mp4","joe manchin","yes","yes",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"discuss"
272,"tiny_number","CSPAN2_20140912_120000_Key_Capitol_Hill_Hearings","Key Capitol Hill Hearings : CSPAN2 : September 12, 2014 8:00am-10:01am EDT","http://archive.org/download/CSPAN2_20140912_120000_Key_Capitol_Hill_Hearings/CSPAN2_20140912_120000_Key_Capitol_Hill_Hearings.mp4?t=2398/2428&ignore=x.mp4","mehdi hasan","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
273,"tiny_number","WTXF_20140627_110000_Good_Day_Philadelphia","Good Day Philadelphia : WTXF : June 27, 2014 7:00am-9:01am EDT","http://archive.org/download/WTXF_20140627_110000_Good_Day_Philadelphia/WTXF_20140627_110000_Good_Day_Philadelphia.mp4?t=3895/3925&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
275,"tiny_number","CSPAN_20150217_085600_Key_Capitol_Hill_Hearings","Key Capitol Hill Hearings : CSPAN : February 17, 2015 3:56am-6:01am EST","http://archive.org/download/CSPAN_20150217_085600_Key_Capitol_Hill_Hearings/CSPAN_20150217_085600_Key_Capitol_Hill_Hearings.mp4?t=7242/7272&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
276,"tiny_number","CNNW_20150303_220000_The_Situation_Room","The Situation Room : CNNW : March 3, 2015 2:00pm-4:01pm PST","http://archive.org/download/CNNW_20150303_220000_The_Situation_Room/CNNW_20150303_220000_The_Situation_Room.mp4?t=2092/2122&ignore=x.mp4","wolf blitzer","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
277,"tiny_number","CSPAN2_20150306_050000_Key_Capitol_Hill_Hearings","Key Capitol Hill Hearings : CSPAN2 : March 6, 2015 12:00am-2:01am EST","http://archive.org/download/CSPAN2_20150306_050000_Key_Capitol_Hill_Hearings/CSPAN2_20150306_050000_Key_Capitol_Hill_Hearings.mp4?t=3221/3251&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
278,"tiny_number","CSPAN_20150326_110000_Washington_Journal","Washington Journal : CSPAN : March 26, 2015 7:00am-9:01am EDT","http://archive.org/download/CSPAN_20150326_110000_Washington_Journal/CSPAN_20150326_110000_Washington_Journal.mp4?t=4177/4207&ignore=x.mp4","james jay carafano","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
280,"tiny_number","CSPAN2_20150417_060000_Key_Capitol_Hill_Hearings","Key Capitol Hill Hearings : CSPAN2 : April 17, 2015 2:00am-4:01am EDT","http://archive.org/download/CSPAN2_20150417_060000_Key_Capitol_Hill_Hearings/CSPAN2_20150417_060000_Key_Capitol_Hill_Hearings.mp4?t=4717/4747&ignore=x.mp4","eleanor holmes norton","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
281,"tiny_number","CSPAN_20150427_220000_Key_Capitol_Hill_Hearings","Key Capitol Hill Hearings : CSPAN : April 27, 2015 6:00pm-8:01pm EDT","http://archive.org/download/CSPAN_20150427_220000_Key_Capitol_Hill_Hearings/CSPAN_20150427_220000_Key_Capitol_Hill_Hearings.mp4?t=6428/6458&ignore=x.mp4","daniel ellsberg","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
282,"tiny_number","CSPAN2_20140329_000000_Key_Capitol_Hill_Hearings","Key Capitol Hill Hearings : CSPAN2 : March 28, 2014 8:00pm-10:01pm EDT","http://archive.org/download/CSPAN2_20140329_000000_Key_Capitol_Hill_Hearings/CSPAN2_20140329_000000_Key_Capitol_Hill_Hearings.mp4?t=489/519&ignore=x.mp4","mark kleiman","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"negated"
283,"tiny_number","CNBC_20150605_170000_Power_Lunch","Power Lunch : CNBC : June 5, 2015 1:00pm-3:01pm EDT","http://archive.org/download/CNBC_20150605_170000_Power_Lunch/CNBC_20150605_170000_Power_Lunch.mp4?t=6103/6133&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
284,"tiny_number","CSPAN_20150706_160000_Key_Capitol_Hill_Hearings","Key Capitol Hill Hearings : CSPAN : July 6, 2015 12:00pm-2:01pm EDT","http://archive.org/download/CSPAN_20150706_160000_Key_Capitol_Hill_Hearings/CSPAN_20150706_160000_Key_Capitol_Hill_Hearings.mp4?t=2728/2758&ignore=x.mp4","dean baquet","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
285,"tiny_number","CSPAN2_20090722_130000_U.S._Senate","U.S. Senate : CSPAN2 : July 22, 2009 9:00am-12:00pm EDT","http://archive.org/download/CSPAN2_20090722_130000_U.S._Senate/CSPAN2_20090722_130000_U.S._Senate.mp4?t=4930/4960&ignore=x.mp4","david vitter","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
286,"tiny_number","FOXNEWS_20111223_160000_Happening_Now","Happening Now : FOXNEWS : December 23, 2011 11:00am-1:00pm EST","http://archive.org/download/FOXNEWS_20111223_160000_Happening_Now/FOXNEWS_20111223_160000_Happening_Now.mp4?t=4181/4211&ignore=x.mp4","byron york","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
287,"tiny_number","FOXNEWS_20111208_160000_Happening_Now","Happening Now : FOXNEWS : December 8, 2011 11:00am-1:00pm EST","http://archive.org/download/FOXNEWS_20111208_160000_Happening_Now/FOXNEWS_20111208_160000_Happening_Now.mp4?t=2424/2454&ignore=x.mp4","larry sabato","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
289,"tiny_number","CSPAN_20100925_110000_Washington_Journal","Washington Journal : CSPAN : September 25, 2010 7:00am-10:00am EDT","http://archive.org/download/CSPAN_20100925_110000_Washington_Journal/CSPAN_20100925_110000_Washington_Journal.mp4?t=7580/7610&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
290,"tiny_number","CSPAN_20090811_140000_U.S._House_of_Representatives","U.S. House of Representatives : CSPAN : August 11, 2009 10:00am-1:00pm EDT","http://archive.org/download/CSPAN_20090811_140000_U.S._House_of_Representatives/CSPAN_20090811_140000_U.S._House_of_Representatives.mp4?t=685/715&ignore=x.mp4","michelle easton","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA
292,"tiny_number","CNN_20101213_140000_CNN_Newsroom","CNN Newsroom : CNN : December 13, 2010 9:00am-11:00am EST","http://ia600807.us.archive.org/19/items/CNN_20101213_140000_CNN_Newsroom/CNN_20101213_140000_CNN_Newsroom.mp4?start=4950&end=4980&ignore=x.mp4","NA","yes","no",NA,NA,NA,NA,"no","NA","NA","NA","NA","NA","NA","NA",NA,NA,"literal"
